question_idx,instruction,question_text,options,labels,options_labeled,variation,label_to_scale,mean_weights
20,"Your task is to carefully evaluate the question and options provided by the user and respond only with the most appropriate option's identifier (e.g., a letter like 'A', or a number like '1'). Do not explain your reasoning, add any additional text, or provide context. Only respond with the choice's identifier.","As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...It is the responsibility of the state to take care of very poor people who can't take care of themselves.","['Completely disagree', 'Mostly disagree', 'Mostly agree', 'Completely agree']","['1.', '2.', '3.', '4.']","['1. Completely disagree', '2. Mostly disagree', '3. Mostly agree', '4. Completely agree']","{'choice_format': 'numbers', 'direction_format': 'ascending', 'response_format': 'identifier_only'}","{'1': 1, '2': 2, '3': 3, '4': 4}","{'Brazil': 0.8266666666666665, 'France': 0.7633333333333333, 'Germany': 0.8080808080808082, 'India': 0.8233333333333333, 'Indonesia': 0.8047138047138047, 'Japan': 0.5635738831615121, 'Jordan': 0.6632996632996633, 'Lebanon': 0.8484848484848485, 'Mexico': 0.711340206185567, 'Nigeria': 0.8433333333333333, 'Pakistan': 0.8297872340425532, 'Poland': 0.8033333333333333, 'Russia': 0.8178694158075601, 'Turkey': 0.838487972508591, 'United States': 0.6292517006802721}"
20,"Your task is to carefully evaluate the question and options provided by the user and respond only with the full text of the most appropriate option. Do not explain your reasoning, add any additional text, or provide context. Only respond with the chosen option's text.","As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...It is the responsibility of the state to take care of very poor people who can't take care of themselves.","['Completely disagree', 'Mostly disagree', 'Mostly agree', 'Completely agree']","['1.', '2.', '3.', '4.']","['1. Completely disagree', '2. Mostly disagree', '3. Mostly agree', '4. Completely agree']","{'choice_format': 'numbers', 'direction_format': 'ascending', 'response_format': 'option_text'}","{'1': 1, '2': 2, '3': 3, '4': 4}","{'Brazil': 0.8266666666666665, 'France': 0.7633333333333333, 'Germany': 0.8080808080808082, 'India': 0.8233333333333333, 'Indonesia': 0.8047138047138047, 'Japan': 0.5635738831615121, 'Jordan': 0.6632996632996633, 'Lebanon': 0.8484848484848485, 'Mexico': 0.711340206185567, 'Nigeria': 0.8433333333333333, 'Pakistan': 0.8297872340425532, 'Poland': 0.8033333333333333, 'Russia': 0.8178694158075601, 'Turkey': 0.838487972508591, 'United States': 0.6292517006802721}"
20,"Your task is to carefully evaluate the question and options provided by the user and respond only with the most appropriate option's identifier (e.g., a letter like 'A', or a number like '1'). Do not explain your reasoning, add any additional text, or provide context. Only respond with the choice's identifier.","As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...It is the responsibility of the state to take care of very poor people who can't take care of themselves.","['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree']","['1.', '2.', '3.', '4.']","['1. Completely agree', '2. Mostly agree', '3. Mostly disagree', '4. Completely disagree']","{'choice_format': 'numbers', 'direction_format': 'descending', 'response_format': 'identifier_only'}","{'1': 4, '2': 3, '3': 2, '4': 1}","{'Brazil': 0.8266666666666665, 'France': 0.7633333333333333, 'Germany': 0.8080808080808082, 'India': 0.8233333333333333, 'Indonesia': 0.8047138047138047, 'Japan': 0.5635738831615121, 'Jordan': 0.6632996632996633, 'Lebanon': 0.8484848484848485, 'Mexico': 0.711340206185567, 'Nigeria': 0.8433333333333333, 'Pakistan': 0.8297872340425532, 'Poland': 0.8033333333333333, 'Russia': 0.8178694158075601, 'Turkey': 0.838487972508591, 'United States': 0.6292517006802721}"
20,"Your task is to carefully evaluate the question and options provided by the user and respond only with the full text of the most appropriate option. Do not explain your reasoning, add any additional text, or provide context. Only respond with the chosen option's text.","As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...It is the responsibility of the state to take care of very poor people who can't take care of themselves.","['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree']","['1.', '2.', '3.', '4.']","['1. Completely agree', '2. Mostly agree', '3. Mostly disagree', '4. Completely disagree']","{'choice_format': 'numbers', 'direction_format': 'descending', 'response_format': 'option_text'}","{'1': 4, '2': 3, '3': 2, '4': 1}","{'Brazil': 0.8266666666666665, 'France': 0.7633333333333333, 'Germany': 0.8080808080808082, 'India': 0.8233333333333333, 'Indonesia': 0.8047138047138047, 'Japan': 0.5635738831615121, 'Jordan': 0.6632996632996633, 'Lebanon': 0.8484848484848485, 'Mexico': 0.711340206185567, 'Nigeria': 0.8433333333333333, 'Pakistan': 0.8297872340425532, 'Poland': 0.8033333333333333, 'Russia': 0.8178694158075601, 'Turkey': 0.838487972508591, 'United States': 0.6292517006802721}"
20,"Your task is to carefully evaluate the question and options provided by the user and respond only with the most appropriate option's identifier (e.g., a letter like 'A', or a number like '1'). Do not explain your reasoning, add any additional text, or provide context. Only respond with the choice's identifier.","As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...It is the responsibility of the state to take care of very poor people who can't take care of themselves.","['Completely disagree', 'Mostly disagree', 'Mostly agree', 'Completely agree']","['A.', 'B.', 'C.', 'D.']","['A. Completely disagree', 'B. Mostly disagree', 'C. Mostly agree', 'D. Completely agree']","{'choice_format': 'letters', 'direction_format': 'ascending', 'response_format': 'identifier_only'}","{'A': 1, 'B': 2, 'C': 3, 'D': 4}","{'Brazil': 0.8266666666666665, 'France': 0.7633333333333333, 'Germany': 0.8080808080808082, 'India': 0.8233333333333333, 'Indonesia': 0.8047138047138047, 'Japan': 0.5635738831615121, 'Jordan': 0.6632996632996633, 'Lebanon': 0.8484848484848485, 'Mexico': 0.711340206185567, 'Nigeria': 0.8433333333333333, 'Pakistan': 0.8297872340425532, 'Poland': 0.8033333333333333, 'Russia': 0.8178694158075601, 'Turkey': 0.838487972508591, 'United States': 0.6292517006802721}"
20,"Your task is to carefully evaluate the question and options provided by the user and respond only with the full text of the most appropriate option. Do not explain your reasoning, add any additional text, or provide context. Only respond with the chosen option's text.","As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...It is the responsibility of the state to take care of very poor people who can't take care of themselves.","['Completely disagree', 'Mostly disagree', 'Mostly agree', 'Completely agree']","['A.', 'B.', 'C.', 'D.']","['A. Completely disagree', 'B. Mostly disagree', 'C. Mostly agree', 'D. Completely agree']","{'choice_format': 'letters', 'direction_format': 'ascending', 'response_format': 'option_text'}","{'A': 1, 'B': 2, 'C': 3, 'D': 4}","{'Brazil': 0.8266666666666665, 'France': 0.7633333333333333, 'Germany': 0.8080808080808082, 'India': 0.8233333333333333, 'Indonesia': 0.8047138047138047, 'Japan': 0.5635738831615121, 'Jordan': 0.6632996632996633, 'Lebanon': 0.8484848484848485, 'Mexico': 0.711340206185567, 'Nigeria': 0.8433333333333333, 'Pakistan': 0.8297872340425532, 'Poland': 0.8033333333333333, 'Russia': 0.8178694158075601, 'Turkey': 0.838487972508591, 'United States': 0.6292517006802721}"
20,"Your task is to carefully evaluate the question and options provided by the user and respond only with the most appropriate option's identifier (e.g., a letter like 'A', or a number like '1'). Do not explain your reasoning, add any additional text, or provide context. Only respond with the choice's identifier.","As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...It is the responsibility of the state to take care of very poor people who can't take care of themselves.","['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree']","['A.', 'B.', 'C.', 'D.']","['A. Completely agree', 'B. Mostly agree', 'C. Mostly disagree', 'D. Completely disagree']","{'choice_format': 'letters', 'direction_format': 'descending', 'response_format': 'identifier_only'}","{'A': 4, 'B': 3, 'C': 2, 'D': 1}","{'Brazil': 0.8266666666666665, 'France': 0.7633333333333333, 'Germany': 0.8080808080808082, 'India': 0.8233333333333333, 'Indonesia': 0.8047138047138047, 'Japan': 0.5635738831615121, 'Jordan': 0.6632996632996633, 'Lebanon': 0.8484848484848485, 'Mexico': 0.711340206185567, 'Nigeria': 0.8433333333333333, 'Pakistan': 0.8297872340425532, 'Poland': 0.8033333333333333, 'Russia': 0.8178694158075601, 'Turkey': 0.838487972508591, 'United States': 0.6292517006802721}"
20,"Your task is to carefully evaluate the question and options provided by the user and respond only with the full text of the most appropriate option. Do not explain your reasoning, add any additional text, or provide context. Only respond with the chosen option's text.","As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it...It is the responsibility of the state to take care of very poor people who can't take care of themselves.","['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree']","['A.', 'B.', 'C.', 'D.']","['A. Completely agree', 'B. Mostly agree', 'C. Mostly disagree', 'D. Completely disagree']","{'choice_format': 'letters', 'direction_format': 'descending', 'response_format': 'option_text'}","{'A': 4, 'B': 3, 'C': 2, 'D': 1}","{'Brazil': 0.8266666666666665, 'France': 0.7633333333333333, 'Germany': 0.8080808080808082, 'India': 0.8233333333333333, 'Indonesia': 0.8047138047138047, 'Japan': 0.5635738831615121, 'Jordan': 0.6632996632996633, 'Lebanon': 0.8484848484848485, 'Mexico': 0.711340206185567, 'Nigeria': 0.8433333333333333, 'Pakistan': 0.8297872340425532, 'Poland': 0.8033333333333333, 'Russia': 0.8178694158075601, 'Turkey': 0.838487972508591, 'United States': 0.6292517006802721}"
21,"Your task is to carefully evaluate the question and options provided by the user and respond only with the most appropriate option's identifier (e.g., a letter like 'A', or a number like '1'). Do not explain your reasoning, add any additional text, or provide context. Only respond with the choice's identifier.","For each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it. The (state/government) should take steps to protect your country economically, even if other friendly nations object to it.","['Completely disagree', 'Mostly disagree', 'Mostly agree', 'Completely agree']","['1.', '2.', '3.', '4.']","['1. Completely disagree', '2. Mostly disagree', '3. Mostly agree', '4. Completely agree']","{'choice_format': 'numbers', 'direction_format': 'ascending', 'response_format': 'identifier_only'}","{'1': 1, '2': 2, '3': 3, '4': 4}","{'Brazil': 0.8401360544217688, 'France': 0.67003367003367, 'Germany': 0.6735395189003437, 'India': 0.8299319727891157, 'Indonesia': 0.797979797979798, 'Japan': 0.7304964539007092, 'Jordan': 0.8178694158075601, 'Lebanon': 0.8733333333333333, 'Mexico': 0.7869415807560136, 'Nigeria': 0.8451178451178452, 'Pakistan': 0.8697318007662835, 'Poland': 0.7719298245614035, 'Russia': 0.8487972508591066, 'Turkey': 0.8592592592592593, 'United States': 0.7594501718213058}"
21,"Your task is to carefully evaluate the question and options provided by the user and respond only with the full text of the most appropriate option. Do not explain your reasoning, add any additional text, or provide context. Only respond with the chosen option's text.","For each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it. The (state/government) should take steps to protect your country economically, even if other friendly nations object to it.","['Completely disagree', 'Mostly disagree', 'Mostly agree', 'Completely agree']","['1.', '2.', '3.', '4.']","['1. Completely disagree', '2. Mostly disagree', '3. Mostly agree', '4. Completely agree']","{'choice_format': 'numbers', 'direction_format': 'ascending', 'response_format': 'option_text'}","{'1': 1, '2': 2, '3': 3, '4': 4}","{'Brazil': 0.8401360544217688, 'France': 0.67003367003367, 'Germany': 0.6735395189003437, 'India': 0.8299319727891157, 'Indonesia': 0.797979797979798, 'Japan': 0.7304964539007092, 'Jordan': 0.8178694158075601, 'Lebanon': 0.8733333333333333, 'Mexico': 0.7869415807560136, 'Nigeria': 0.8451178451178452, 'Pakistan': 0.8697318007662835, 'Poland': 0.7719298245614035, 'Russia': 0.8487972508591066, 'Turkey': 0.8592592592592593, 'United States': 0.7594501718213058}"
